,dimA_dark_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_35210,21.69140767145282,25.04218587781836,-0.20723680827130406,1.1212235565904005,cds-ABJ11453.1,PA14_35210,putative transcriptional regulator%2C TetR family
gene-PA14_35230,11.529602570174044,10.412827472466375,0.1469809025446559,0.198327509472224,cds-ABJ11452.1,PA14_35230,putative efflux protein
gene-PA14_35240,4.643884334461046,5.165372907224659,-0.15354043538734993,0.624232849320344,cds-ABJ11451.1,PA14_35240,conserved hypothetical protein
gene-PA14_35250,25.18168229489883,26.073295669105633,-0.05019828194466421,0.2501389322698965,cds-ABJ11450.1,PA14_35250,putative transcriptional regulator%2C LysR family
gene-PA14_35270,60.64340841335129,58.055858703121594,0.06290917630829047,0.29960350935566044,cds-ABJ11449.1,PA14_35270,putative cytochrome c precursor
gene-PA14_35290,94.67589124543525,85.71162259504179,0.14350624687480137,0.5456494198978389,cds-ABJ11448.1,gnd,gluconate dehydrogenase
gene-PA14_35300,55.60135967872611,52.86796372626244,0.07272640113464283,0.12442254405235749,cds-ABJ11447.1,PA14_35300,conserved hypothetical protein
gene-PA14_35320,11.122027530673178,12.887193311496857,-0.21251826356494746,0.5835513814492973,cds-ABJ11446.1,kguD,2-ketogluconate 6-phosphate reductase
gene-PA14_35330,6.784402516050558,7.455467805399548,-0.13607709332878645,0.26009353849302586,cds-ABJ11445.1,kguT,putative 2-ketogluconate transporter
gene-PA14_35340,7.58663770557197,8.64560426753084,-0.18850613378513484,0.8386995119029808,cds-ABJ11444.1,kguK,putative 2-ketogluconate kinase
gene-PA14_35360,9.279007015190922,10.469642897236389,-0.17416988731586033,0.1507782845796583,cds-ABJ11443.1,kguE,putative putative epimerase
gene-PA14_35370,23.87311049834426,33.43660363747131,-0.48604174233248393,1.333070701974071,cds-ABJ11442.1,ptxS,transcriptional regulator PtxS
gene-PA14_35380,5.841935102911705,5.394241688159504,0.11502614822184808,0.23022922457510786,cds-ABJ11441.1,ptxR,transcriptional regulator PtxR
gene-PA14_35390,0.8976777818236678,1.4677259123784314,-0.7093123590463267,1.9588491910797545,cds-ABJ11440.1,pvcD,pyoverdine biosynthesis protein PvcD
gene-PA14_35400,3.5337192907352653,3.762507054578069,-0.09050682131514806,0.1778026521516452,cds-ABJ11439.1,pvcC,pyoverdine biosynthesis protein PvcC
gene-PA14_35420,3.4470473815615015,3.8959980799720593,-0.176631788418159,0.20572792995223055,cds-ABJ11438.1,pvcB,pyoverdine biosynthesis protein PvcB
gene-PA14_35430,4.818014217369577,5.044675247004734,-0.06632273391002227,0.1404002765874311,cds-ABJ11437.1,pvcA,pyoverdine biosynthesis protein PvcA
gene-PA14_35440,61.0696250939871,75.79496280329198,-0.31164697953633685,1.8853375745223853,cds-ABJ11436.1,ansA,L-asparaginase I
gene-PA14_35460,6.237278201052651,6.9894084901082865,-0.16425373239346783,0.4239146281603426,cds-ABJ11435.1,PA14_35460,putative sodium/alanine symporter
gene-PA14_35470,16.028842614478773,17.572522005487873,-0.1326509962127705,0.5811654222872734,cds-ABJ11434.1,PA14_35470,hypothetical protein
gene-PA14_35490,1324.6971310918386,1233.3906249699987,0.1030327647097897,0.4651752302837169,cds-ABJ11433.1,lpdV,lipoamide dehydrogenase-Val
gene-PA14_35500,1074.273661413102,1038.2494986540626,0.04920837837278719,0.22781918238030222,cds-ABJ11432.1,bkdB,lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex E2
gene-PA14_35520,947.9063295532759,953.6912203159394,-0.008777734229596292,0.021619274344008597,cds-ABJ11431.1,bkdA2,2-oxoisovalerate dehydrogenase%2C beta subunit'
gene-PA14_35530,1076.6878082551968,1166.712914834921,-0.11584961749053495,0.3299561777155441,cds-ABJ11430.1,bkdA1,2-oxoisovalerate dehydrogenase (alpha subunit)
gene-PA14_35540,16.46343218886514,15.565611263247058,0.08090289296113992,0.3632618938703137,cds-ABJ11429.1,bkdR,transcriptional regulator BkdR
gene-PA14_35550,2.0955507424233497,1.4134969251253737,0.5680603767444172,0.5096049635080079,cds-ABJ11428.1,pslO,hypothetical protein
gene-PA14_35570,18.274793683835792,18.56443202594814,-0.02268605700585962,0.026882289665639877,cds-ABJ11427.1,pslN,putative DNA topoisomerase
gene-PA14_35590,1.9391091362200943,1.4607029374179952,0.4087309500908292,0.43751330577726316,cds-ABJ11426.1,pslM,possible succinate dehydrogenase%2C flavoprotein subunit
gene-PA14_35600,18.36688245254788,18.58880350668211,-0.017327143418263167,0.045290009035307825,cds-ABJ11425.1,pslL,possible acetyltransferase
gene-PA14_35620,5.082897335409348,5.299481895592153,-0.060200218202505006,0.26415436322116703,cds-ABJ11424.1,pslK,hypothetical protein
gene-PA14_35630,12.95530391842315,11.191455578485893,0.2111451547041419,1.494839119363731,cds-ABJ11423.1,pslJ,conserved hypothetical protein
gene-PA14_35640,7.839735719628592,7.277254108548781,0.10741081917948998,0.23221239515011696,cds-ABJ11422.1,pslI,putative glycosyltransferase
gene-PA14_35650,11.577380436137863,9.957161199937174,0.2175024457416657,0.3982254333250804,cds-ABJ11421.1,pslH,possible glycosyltransferase
gene-PA14_35670,17.48426387839248,13.657806589834353,0.35633122482186963,1.7526457836344114,cds-ABJ11420.1,pslG,putative glycosyl hydrolase
gene-PA14_35680,6.675653125425466,5.7037380617822295,0.22700122646511617,0.5177788321278337,cds-ABJ11419.1,pslF,possible glycosyl transferase
gene-PA14_35690,16.873792237248626,14.702867682790215,0.19868666122715528,0.6727106294812121,cds-ABJ11418.1,pslE,hypothetical protein
gene-PA14_35700,9.370170251763877,7.078708419272831,0.4045890608168033,0.551817007270529,cds-ABJ11417.1,PA14_35700,hypothetical protein
gene-PA14_35710,24.159942363736025,22.80127926317026,0.08350224047350048,0.10143372225904308,cds-ABJ11416.1,PA14_35710,hypothetical protein
gene-PA14_35720,11.703816115893304,14.035845603049841,-0.26213695449865765,0.35086421603372353,cds-ABJ11415.1,PA14_35720,hypothetical protein
gene-PA14_35730,3.5746035581157494,3.2630540310580183,0.1315603333032177,0.11425173903324931,cds-ABJ11414.1,PA14_35730,hypothetical protein
gene-PA14_35740,159.4904847941649,146.80289611143434,0.11958992476149057,0.30652776431665935,cds-ABJ11413.1,tpnA,putative transposase
gene-PA14_35750,33.20688369166987,25.47180320739184,0.382581230918796,1.0599676023820224,cds-ABJ11412.1,tpnC,putative tpnA repressor protein
gene-PA14_35760,104.34880360424025,83.83389785742868,0.3158084419608207,0.399163241439596,cds-ABJ11411.1,PA14_35760,hypothetical protein
gene-PA14_35770,152.8902097929765,105.79202384671497,0.5312651635059454,0.7766043458497669,cds-ABJ11410.1,PA14_35770,hypothetical protein
gene-PA14_35780,134.34296575728797,109.12871766377081,0.29988997817264035,0.45939528864806967,cds-ABJ11409.1,PA14_35780,hypothetical protein
gene-PA14_35790,601.1610815315566,559.6888454955973,0.103126618350374,0.16571967221679018,cds-ABJ11408.1,PA14_35790,Putative homospermidine synthase
gene-PA14_35800,247.1639781143856,236.65518345876922,0.0626819769419917,0.19250187420524048,cds-ABJ11407.1,PA14_35800,conserved hypothetical protein
gene-PA14_35810,302.6143526044432,305.2986544285361,-0.012740816667682375,0.04474912379835499,cds-ABJ11406.1,PA14_35810,conserved hypothetical protein
gene-PA14_35820,183.01554410786295,150.157524494809,0.28548941365087943,1.0614843916188694,cds-ABJ11405.1,tnpS,Cointegrate resolution protein S
gene-PA14_35830,70.88027591460025,78.77013138820429,-0.15226446021886744,0.36791489426784546,cds-ABJ11404.1,tnpT,Cointegrate resolution protein T
gene-PA14_35840,114.45072990336298,110.15252939713235,0.0552240395761042,0.23487903269126173,cds-ABJ11403.1,PA14_35840,conserved hypothetical protein
gene-PA14_35850,168.07570970104982,174.40075092560326,-0.053295010321695424,0.32437999632958525,cds-ABJ11402.1,PA14_35850,conserved hypothetical protein
gene-PA14_35860,12.211644822897178,10.053881435080925,0.2805049281832231,0.6851493472341753,cds-ABJ11401.1,PA14_35860,Probable amino acid permease
gene-PA14_35880,21.82016823311309,18.374254421595662,0.24797650197279733,0.9276111792426789,cds-ABJ11400.1,PA14_35880,Probable aldehyde dehydrogenase
gene-PA14_35890,13.907672025684155,12.975581409676872,0.10008175878176301,0.20709407394600107,cds-ABJ11399.1,PA14_35890,Putative aminotransferase
gene-PA14_35900,6.060543188437165,5.733910942469698,0.07992759309770801,0.0998431297515512,cds-ABJ11398.1,PA14_35900,Putative dehydrogenase
gene-PA14_35920,5.201126000694859,4.255931260509118,0.2893490771988484,0.7821223220130545,cds-ABJ11397.1,PA14_35920,Predicted symporter
gene-PA14_35930,0.2987553594158181,0.3269475564057171,-0.1300942275962599,0.05454799686290363,cds-ABJ11396.1,PA14_35930,hypothetical protein
gene-PA14_35940,2.719937438600065,3.16267825839531,-0.2175732537953618,0.38687173625378307,cds-ABJ11395.1,PA14_35940,Putative Acyl-CoA synthetase
gene-PA14_35950,1.6243307804737874,1.6405956684870941,-0.014374261286935664,0.022719849083876965,cds-ABJ11394.1,PA14_35950,Putative Dehydrogenase
gene-PA14_35970,1.9730949182692956,1.838514996495852,0.10191936212971271,0.16289396763274067,cds-ABJ11393.1,PA14_35970,Probable Acyl-CoA dehydrogenase
gene-PA14_35980,0.221261494940284,0.21602640697346953,0.03454457120488117,0.022323859229841873,cds-ABJ11392.1,PA14_35980,putative acyl-CoA dehydrogenase
gene-PA14_35990,0.9798610034702181,0.8032901761936543,0.28665555374513235,0.3691404833123295,cds-ABJ11391.1,PA14_35990,FadE36%2C possible aminoglycoside phosphotransferase
gene-PA14_36000,43.086057023986264,42.30512798083654,0.026388528098283986,0.06471145341669995,cds-ABJ11390.1,prpR,Probable propionate catabolism operon regulator
gene-PA14_36010,14.974867664527686,16.063473901118584,-0.10124066480889325,0.19797726588923237,cds-ABJ11389.1,PA14_36010,hypothetical protein
gene-PA14_36020,27.02427739001671,24.428833337937245,0.14567107050650743,0.43506153828043237,cds-ABJ11388.1,PA14_36020,paraquat-inducible protein B
gene-PA14_36030,4.035493370871575,3.747187245501971,0.10693696706224537,0.15890761271927228,cds-ABJ11387.1,PA14_36030,paraquat-inducible protein A
gene-PA14_36050,6.117937132575154,7.72166488565522,-0.3358666125357809,2.8643420992333315,cds-ABJ11386.1,PA14_36050,Probable NAD-dependent aldehyde dehydrogenase
gene-PA14_36060,4.752601207351738,5.323462827778242,-0.16364761886192444,0.5877164045452706,cds-ABJ11385.1,PA14_36060,conserved hypothetical protein
gene-PA14_36070,5.400296808332563,4.5966177471348,0.23246595790297486,0.6241156960119001,cds-ABJ11384.1,PA14_36070,putative enzyme
gene-PA14_36080,0.7094365761888906,0.7686657118758277,-0.11568244469234064,0.09282308582619592,cds-ABJ11383.1,yfaV,putative MFS transporter
gene-PA14_36090,0.891632952644403,0.9544937646065684,-0.09828572959465852,0.11605370673869277,cds-ABJ11382.1,opdG,putative porin
gene-PA14_36100,7.64697137915424,7.581396436561437,0.012424866258746796,0.026432126564438028,cds-ABJ11381.1,PA14_36100,putative pyridoxal phosphate biosynthesis protein
gene-PA14_36110,2.6340259505757757,2.7475586201556914,-0.060880679967741165,0.17170365601664966,cds-ABJ11380.1,PA14_36110,putative hydrolase
gene-PA14_36120,5.013528977667462,3.5297261092845296,0.5062700979798941,0.8506366401112633,cds-ABJ11379.1,PA14_36120,putative MFS transporter
gene-PA14_36130,2.6640502788690354,3.2941028856325865,-0.30626420084456757,0.37031810448918734,cds-ABJ11378.1,PA14_36130,conserved hypothetical protein
gene-PA14_36150,0.5411710167397079,0.2870051791504003,0.9150054285145838,0.6629069616785986,cds-ABJ11377.1,PA14_36150,conserved hypothetical protein
gene-PA14_36170,1.0564218929364575,0.8680550334238584,0.28332739119545497,0.42254942126319034,cds-ABJ11376.1,PA14_36170,putative integral membrane protein
gene-PA14_36180,17.52916165464294,17.57864367079352,-0.004066759618249363,0.01900893980393865,cds-ABJ11375.1,PA14_36180,putative transcriptional regulator%2C LysR family
gene-PA14_36190,5.000367385711442,4.823094328376172,0.052075059334174965,0.18850646141087238,cds-ABJ11374.1,PA14_36190,hypothetical protein
gene-PA14_36200,81.34323112638754,105.08436929343713,-0.36945388451425715,0.16194659905123396,cds-ABJ11373.1,PA14_36200,putative binding protein component of ABC transporter
gene-PA14_36220,7.075228861922597,8.955649523391408,-0.3400212113268619,0.19220897871758028,cds-ABJ11372.1,gltJ,putative amino acid permease
gene-PA14_36230,7.315195103888661,7.479530328109395,-0.03205133250815174,0.018170284089403323,cds-ABJ11371.1,glnP,putative amino acid transport system permease
gene-PA14_36250,36.90141056431842,39.48942608439142,-0.0977904334421675,0.5179365639391141,cds-ABJ11370.1,PA14_36250,hypothetical protein
gene-PA14_36260,12.092350104549586,10.250675314370248,0.23837567523957776,0.2657694589089367,cds-ABJ11369.1,PA14_36260,putative signal transduction protein
gene-PA14_36270,40.11566433101536,45.48368254284119,-0.1811833720643402,0.4190355571755389,cds-ABJ11368.1,PA14_36270,putative 3-hydroxyisobutyrate dehydrogenase
gene-PA14_36280,5.591703747220706,5.479228477049091,0.02931515881513564,0.05257070429824776,cds-ABJ11367.1,PA14_36280,putative antibiotic biosynthesis monooxygenase
gene-PA14_36290,31.114931094741465,32.52324142810339,-0.06386399740299485,0.1927045448048825,cds-ABJ11366.1,yncB,putative NADP-dependent oxidoreductase
gene-PA14_36300,63.50017401850039,53.499001786820514,0.24724856805309803,0.6591162523105735,cds-ABJ11365.1,PA14_36300,putative transcriptional regulator%2C TetR family
gene-PA14_36310,1181.7275387123818,1135.6228260148146,0.057413690736254755,0.2573752731514332,cds-ABJ11364.1,hcnC,hydrogen cyanide synthase HcnC
gene-PA14_36320,1507.88314459883,1509.062585708514,-0.0011280109605012112,0.003003777851036522,cds-ABJ11363.1,hcnB,hydrogen cyanide synthase HcnB
gene-PA14_36330,286.69092101930164,275.81550015744665,0.05579268250313669,0.24025415620917295,cds-ABJ11362.1,hcnA,hydrogen cyanide synthase HcnA
gene-PA14_36345,34.25355705492363,28.4444722999926,0.2681054871265182,1.027135216998224,cds-ABJ15697.1,exoY,adenylate cyclase ExoY
gene-PA14_36350,2.927678259722459,2.462406913464029,0.2496877348448618,0.47499857973430065,cds-ABJ11361.1,PA14_36350,conserved hypothetical protein
gene-PA14_36360,0.910828013756637,0.8314978609085247,0.13146596005898853,0.07564684375558463,cds-ABJ11360.1,PA14_36360,putative small intergral membrane protein
gene-PA14_36370,2.4050121724054665,2.5906343423533893,-0.1072611601385755,0.5514149497295371,cds-ABJ11359.1,PA14_36370,putative ligase
gene-PA14_36375,8.614933737968157,13.86392810370649,-0.6864244091489686,3.629696771328898,cds-ABJ15684.1,PA14_36375,hypothetical protein
gene-PA14_36390,9.538573834010755,11.775086791169818,-0.3038921827134505,0.4471567064737031,cds-ABJ11358.1,PA14_36390,putative methylase
gene-PA14_36400,2.089977767488131,1.7776450905751908,0.23352015665213774,0.2562955203919113,cds-ABJ11357.1,PA14_36400,hypothetical protein
gene-PA14_36410,1.8369026152243337,1.8708542312378673,-0.026421997227254208,0.024833924637432284,cds-ABJ11356.1,PA14_36410,conserved hypothetical protein
gene-PA14_36420,69.18757481105509,73.9044674561583,-0.09514860338780283,0.6609639296201204,cds-ABJ11355.1,PA14_36420,putative histidine kinase
gene-PA14_36450,33.423661761125864,33.762437791447816,-0.014549278193170503,0.022879440995227058,cds-ABJ11354.1,PA14_36450,conserved hypothetical protein
gene-PA14_36460,16.160883218356542,15.527018335988247,0.05772522758885577,0.09754342203845645,cds-ABJ11353.1,PA14_36460,hypothetical protein
gene-PA14_36470,27.670793137961255,24.384940496788385,0.1823735379926507,0.4423027572794477,cds-ABJ11352.1,PA14_36470,hypothetical protein
gene-PA14_36480,1.0344447463070319,1.5672476775993858,-0.5993761274719154,0.4729248933019698,cds-ABJ11351.1,PA14_36480,hypothetical protein
gene-PA14_36490,1.8770291593242836,3.2796187186241657,-0.8050767068358737,1.0449512163433403,cds-ABJ11350.1,PA14_36490,hypothetical protein
gene-PA14_36500,6.745894451202518,8.65954956951695,-0.36028219130778766,1.220674854705311,cds-ABJ11349.1,PA14_36500,putative cellulase
gene-PA14_36520,7.260604035736004,10.887127461078583,-0.5844618051888906,1.5600493049903301,cds-ABJ11348.1,PA14_36520,conserved hypothetical protein
gene-PA14_36530,3.771660318423933,4.227616467889009,-0.16464470839916476,0.26927329075861334,cds-ABJ11347.1,PA14_36530,conserved hypothetical protein
gene-PA14_36540,2.7894888581840838,3.4409383253007544,-0.3028011462245775,0.2900277093228195,cds-ABJ11346.1,PA14_36540,putative hydrolase
gene-PA14_36550,18.223397993250675,16.214460364686676,0.16851097380425578,0.3459381814158286,cds-ABJ11345.1,PA14_36550,conserved hypothetical protein
gene-PA14_36560,52.13426695425875,26.123364679915724,0.996891187659387,4.491950566393186,cds-ABJ11344.1,PA14_36560,hypothetical protein
gene-PA14_36570,22.022401657563552,27.081335761115778,-0.2983270770249857,0.9179429840053216,cds-ABJ11343.1,glgA,glycogen synthase
gene-PA14_36580,18.765272890325647,26.886360373937535,-0.5188091758983311,0.9528014600261862,cds-ABJ11342.1,glgB,putative glycosyl hydrolase
gene-PA14_36590,16.65914120352869,28.856742370078837,-0.7925943765721741,1.7658917149120317,cds-ABJ11341.1,malQ,putative 4-alpha-glucanotransferase
gene-PA14_36605,19.521042660174775,32.54357125676534,-0.7373424356251175,1.1989284039864925,cds-ABJ15692.1,PA14_36605,probable glycosyl hydrolase
gene-PA14_36620,1.1931510856942655,3.2202972037845483,-1.4324163365730742,1.6077397620122813,cds-ABJ11340.1,PA14_36620,conserved hypothetical protein
gene-PA14_36630,24.447056947741974,47.020424530305434,-0.9436267389248719,1.4436545559154215,cds-ABJ11339.1,glgX,putative glycosyl hydrolase
gene-PA14_36650,6.1142245444211225,10.03435850266945,-0.7147068541014228,1.1200657725293364,cds-ABJ11338.1,PA14_36650,conserved hypothetical protein
gene-PA14_36660,9.348676151902026,13.22043697144863,-0.49993582985388263,1.0336030727618646,cds-ABJ11337.1,PA14_36660,putative Zn-dependent alcohol dehydrogenase
gene-PA14_36670,3.3358193822573767,4.655521765045935,-0.4809015664664611,0.991688066378608,cds-ABJ11336.1,PA14_36670,conserved hypothetical protein
gene-PA14_36680,0.7151724490423552,1.5713627066143092,-1.1356520550984737,1.6989394552723982,cds-ABJ11335.1,PA14_36680,putative metal-dependent hydrolase
gene-PA14_36690,2.8547778195464573,3.48982923370661,-0.28977788235858254,0.3484729902846817,cds-ABJ11334.1,ybhO,putative phospholipase
gene-PA14_36700,1.4164430489031015,1.8635698760414974,-0.3957960728906143,0.5216530087487977,cds-ABJ11333.1,PA14_36700,putative membrane protein
gene-PA14_36710,20.712703942719497,31.887576243484755,-0.6224785160939698,1.2363467672018202,cds-ABJ11332.1,glgB,1%2C4-alpha-glucan branching enzyme
gene-PA14_36730,30.07148756441937,46.58783197137654,-0.6315569407578429,1.195198811404974,cds-ABJ11331.1,PA14_36730,putative trehalose synthase
gene-PA14_36740,25.907079847116353,35.232764586244635,-0.4435712581627343,0.8011135558217986,cds-ABJ11330.1,PA14_36740,putative alpha-amylase family protein
gene-PA14_36760,5.194163106439029,6.311713343321646,-0.2811403169671435,0.43018396373982176,cds-ABJ11329.1,PA14_36760,putative KU domain protein
gene-PA14_36770,0.9066138352428604,1.2378239323652294,-0.44924560969470656,0.7966599750390001,cds-ABJ11328.1,PA14_36770,hypothetical protein
gene-PA14_36780,3.7666857187606815,4.079743075746287,-0.11518260684769285,0.11975140560298352,cds-ABJ11327.1,PA14_36780,putative Mg(2+) transporter
gene-PA14_36790,1.5083809062642468,2.656788981399521,-0.8166824351202902,0.857415445360609,cds-ABJ11326.1,PA14_36790,hypothetical protein
gene-PA14_36810,26.35186123865252,47.41830904903344,-0.8475393289490896,1.2090308671308816,cds-ABJ11325.1,katE,catalase HPII
gene-PA14_36820,4.01197414048209,6.875466979179738,-0.7771452464858064,1.1920921212586715,cds-ABJ11324.1,PA14_36820,conserved hypothetical protein
gene-PA14_36830,3.103832504867647,4.000315551907989,-0.36606299590880564,0.6079913699595522,cds-ABJ11323.1,PA14_36830,hypothetical protein
gene-PA14_36840,44.272099674058836,60.374841550348684,-0.44754969180925297,0.7496182107524713,cds-ABJ11322.1,glgP,glycogen phosphorylase
gene-PA14_36850,6.915422874201659,7.464982798163715,-0.11032144639263405,0.10350162544304295,cds-ABJ11321.1,PA14_36850,hypothetical protein
gene-PA14_36860,21.454994811378942,24.78715753891264,-0.20827927893162476,0.29973040221018843,cds-ABJ11320.1,PA14_36860,hypothetical protein
gene-PA14_36870,3.8996998509920027,3.7683229464690946,0.04944046538915143,0.11078570235309382,cds-ABJ11319.1,PA14_36870,putative short-chain dehydrogenase
gene-PA14_36880,2.0270361825802055,1.2357333069395366,0.7140039647078914,0.6766020459816963,cds-ABJ11318.1,PA14_36880,putative ompetence-damaged protein
gene-PA14_36890,0.6372508335767112,0.5917353809726792,0.10690902105103796,0.13502171473047145,cds-ABJ11317.1,PA14_36890,putative metallothionein
gene-PA14_36900,0.6633751936731507,0.6405547598965232,0.05050307757057661,0.040708519101751724,cds-ABJ11316.1,PA14_36900,conserved hypothetical protein
gene-PA14_36910,51.89045411029537,28.134186108480012,0.8831449094070182,1.6852714096085981,cds-ABJ11315.1,PA14_36910,putative ATP-dependent DNA ligase
gene-PA14_36920,19.543593073407376,10.467607646607123,0.9007639110517434,1.8887804916736466,cds-ABJ11314.1,PA14_36920,putative histidine kinase
gene-PA14_36930,1.0093950176770232,0.8967766638551325,0.17067004849407283,0.15587730771217304,cds-ABJ11313.1,PA14_36930,hypothetical protein
gene-PA14_36940,0.8240169204981914,0.7149477174786126,0.20483594876199496,0.1384738660284996,cds-ABJ11312.1,PA14_36940,putative membrane protein
gene-PA14_36960,5.798192981066431,6.259033301398984,-0.11033648240401218,0.1933270190814529,cds-ABJ11311.1,PA14_36960,putative Na+/H+ antiporter
gene-PA14_36980,7.144061808536629,10.852930000481633,-0.6032680473922312,1.368835149393702,cds-ABJ11310.1,PA14_36980,putative outer membrane protein
gene-PA14_36990,2.084697761408759,1.9626978173535943,0.0870001258399913,0.13591682959498608,cds-ABJ11309.1,PA14_36990,putative EAL domain protein
gene-PA14_37000,0.4861683268136194,0.2694463342128178,0.8514555457766314,0.8575801018808074,cds-ABJ11308.1,cupA5,chaperone CupA5
gene-PA14_37010,0.44837240340718654,0.6067393555924062,-0.4363785629945825,0.40323119725304246,cds-ABJ11307.1,cupA4,fimbrial subunit CupA4
gene-PA14_37030,1.1753396123742623,1.1533303690329808,0.027271828606853322,0.02160029668069451,cds-ABJ11306.1,cupA3,usher
gene-PA14_37040,0.4185382367754165,0.2987611460992646,0.4863655019271631,0.25792590864043347,cds-ABJ11305.1,cupA2,chaperone CupA2
gene-PA14_37060,6.132389929361601,6.587730867255691,-0.10333216657477473,0.9285444026971887,cds-ABJ11304.1,cupA1,fimbrial subunit CupA1
gene-PA14_37070,263.94613542175114,196.2519771512385,0.42753635239951676,0.7415112808321312,cds-ABJ11303.1,PA14_37070,putative phosphoadenosine phosphosulfate sulfotransferase
gene-PA14_37080,52.95709263750521,38.4027823899199,0.463613067419101,1.3722558966050757,cds-ABJ11302.1,PA14_37080,putative transcriptional regulator
gene-PA14_37090,3.1584179517859376,2.959730824100818,0.09373608967876687,0.27058653383447157,cds-ABJ11301.1,gbsA,putative aldehyde dehydrogenase
gene-PA14_37100,3.21338286998647,3.0216249765567955,0.08876824327077211,0.14941513532391662,cds-ABJ11300.1,PA14_37100,putative dehydrogenase
gene-PA14_37120,16.05503053145902,15.187929387018494,0.0801002068537244,0.3554750684895848,cds-ABJ11299.1,PA14_37120,putative transcriptional regulator%2C LysR family
gene-PA14_37130,17.17193763587294,18.84077193827039,-0.13380522992205043,0.38265260364099396,cds-ABJ11298.1,PA14_37130,hypothetical protein
gene-PA14_37140,19.253107575051278,17.511908726406947,0.13675497713842943,0.45731626374792594,cds-ABJ11297.1,PA14_37140,putative transcriptional regulator%2C LysR family
gene-PA14_37150,15.55479768304203,18.043625393827735,-0.21412959635928877,0.5795122921486378,cds-ABJ11296.1,PA14_37150,conserved hypothetical protein
gene-PA14_37170,22.498576280748967,20.738046187139076,0.11755372592920799,0.25318692712785185,cds-ABJ11295.1,PA14_37170,conserved hypothetical protein
gene-PA14_37190,17.743720079904588,19.160606208397805,-0.11083468889042992,0.3615847240552432,cds-ABJ11294.1,ada,O6-methylguanine-DNA methyltransferase
gene-PA14_37200,21.9836587850056,28.958725324977447,-0.39756656792557865,1.7334681141277692,cds-ABJ11293.1,PA14_37200,conserved hypothetical protein
gene-PA14_37210,300.38073994642326,320.7240608875107,-0.09454027733460138,0.17449090250912275,cds-ABJ11292.1,PA14_37210,conserved hypothetical protein
gene-PA14_37220,14.79252159600518,15.192296289476957,-0.03847194329574198,0.1770288237573458,cds-ABJ11291.1,PA14_37220,putative LysR-family transcriptional regulator
gene-PA14_37250,225.80029266091512,237.60360904788834,-0.07350939361037476,0.17867859677602219,cds-ABJ11290.1,PA14_37250,putative major facilitator family transporter
gene-PA14_37260,92.74914828030269,87.26735196598338,0.08789201168315694,0.2506283444039088,cds-ABJ11289.1,opdO,putative outer membrane porin
gene-PA14_37270,104.97324987903015,106.21764913440002,-0.017001768573200394,0.05659472639801191,cds-ABJ11288.1,PA14_37270,putative lactam utilization protein
gene-PA14_37290,95.01755570965359,100.13076111630653,-0.07561925148080727,0.3567626550418505,cds-ABJ11287.1,PA14_37290,putative allophanate hydrolase subunit 1
gene-PA14_37310,101.20050737832746,95.12164422501085,0.08937096410747472,0.562388744775394,cds-ABJ11286.1,PA14_37310,putative allophanate hydrolase subunit 2
gene-PA14_37320,29.805255840642463,28.15735415104206,0.08205497894147541,0.5149716150994977,cds-ABJ11285.1,PA14_37320,putative outer membrane protein
gene-PA14_37340,7.483704985242611,9.916467031961568,-0.4060734841834964,1.0324236243267875,cds-ABJ11284.1,PA14_37340,glyoxylate carboligase
gene-PA14_37350,1.171953672097462,1.3536229771117831,-0.20791025613933153,0.13408673433205937,cds-ABJ11283.1,PA14_37350,conserved hypothetical protein
gene-PA14_37360,3.1629551445175053,2.4887398513117436,0.34585753918057777,1.0138566561124385,cds-ABJ11282.1,PA14_37360,putative short-chain dehydrogenase
gene-PA14_37370,2.2895137630196003,3.0245826233265496,-0.40169468004533476,0.8484181383866193,cds-ABJ11281.1,PA14_37370,putative esterase
gene-PA14_37380,6.383984708920944,8.11709079814045,-0.3465055071128379,0.9335744803031483,cds-ABJ11280.1,PA14_37380,putative flavin-binding monooxygenase
gene-PA14_37400,5.925848013857589,6.786555704066079,-0.1956579115899768,0.3822065969517288,cds-ABJ11279.1,PA14_37400,putative transcriptional regulator%2C AraC family
gene-PA14_37410,8.828917501791402,9.503136999129213,-0.10616725370715836,0.16857811475591436,cds-ABJ11278.1,PA14_37410,hypothetical protein
gene-PA14_37420,2.487061689454977,1.9984506832514153,0.3155601789959038,0.5620660824851628,cds-ABJ11277.1,PA14_37420,putative transmembrane sensor protein
gene-PA14_37430,2.5921638366410824,2.3406635945127925,0.147239243924952,0.22787976242837457,cds-ABJ11276.1,PA14_37430,putative sigma-70 factor%2C ECF subfamily
gene-PA14_37440,7.181620368110928,5.36265941399575,0.42136069352416483,0.5572948140678228,cds-ABJ11275.1,PA14_37440,putative MFS transporter
gene-PA14_37460,6.47997654474656,5.081615030062253,0.3507014447056811,0.32098165386795463,cds-ABJ11274.1,PA14_37460,putative permease
gene-PA14_37470,4.479502981235216,4.4120517859432615,0.02188893893153299,0.026617335361191655,cds-ABJ11273.1,PA14_37470,putative flavin-dependent oxidoreductase
