,dimA_light_mean_rpm,wt_light_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_27530,110.57891812779535,46.92468590100475,1.2366573392331488,1.5368121700507607,cds-ABJ12065.1,PA14_27530,putative transcriptional regulator%2C MarR family
gene-PA14_27550,85.93480461378856,50.894516591713604,0.7557323112833204,2.114024682994568,cds-ABJ12064.1,PA14_27550,putative sensor/response regulator hybrid
gene-PA14_27560,86.50679702105674,95.47053057216313,-0.14224198164384763,0.4932111076642816,cds-ABJ12063.1,PA14_27560,putative ATPase
gene-PA14_27570,45.62349495688155,45.18607923264177,0.013898586340135079,0.050593501240642914,cds-ABJ12062.1,PA14_27570,putative GAF domain-containing protein
gene-PA14_27580,104.34449331168173,91.97933635798444,0.18197276880817237,1.1985002451967703,cds-ABJ12061.1,PA14_27580,putative glutathione S-transferase
gene-PA14_27590,102.8098532287337,96.86277064312496,0.085964361467536,0.40318011569472156,cds-ABJ12060.1,PA14_27590,conserved hypothetical protein
gene-PA14_27600,1.0671313482239704,1.9021762456499545,-0.8339121749947893,1.4359697072386925,,,
gene-PA14_27610,2.6056851894098565,7.467093288544866,-1.5188833623290015,3.027222697553109,,,
gene-PA14_27620,1.7285809476721663,3.517300054336559,-1.0248795419940016,2.047345971386302,,,
gene-PA14_27630,15.835204714796854,15.319992474247917,0.047719924740266255,0.15568777297769684,cds-ABJ12059.1,rebB1,putative protein associated with synthesis and assembly of refractile inclusion bodies
gene-PA14_27640,10.656133857885905,7.7668201579039815,0.45628806070336436,0.9679148839191408,cds-ABJ12058.1,rebB2,putative protein associated with synthesis and assembly of refractile inclusion bodies
gene-PA14_27650,7.94814879520396,6.052745791543653,0.3930290257434873,0.9601750513772286,cds-ABJ12057.1,PA14_27650,conserved hypothetical protein
gene-PA14_27660,2.1835156235840434,2.0741367022676185,0.07414181349540733,0.06955473210425765,cds-ABJ12056.1,PA14_27660,hypothetical protein
gene-PA14_27675,11.032037605092427,8.134104216176842,0.43964382193254603,1.5060581888216233,cds-ABJ15634.1,PA14_27675,hypothetical protein
gene-PA14_27680,0.9124230029745416,0.6943964429425155,0.3939424344747931,0.40951680572577576,cds-ABJ12055.1,PA14_27680,conserved hypothetical protein
gene-PA14_27690,1.097654474573213,0.5620067156424686,0.9657626258171047,0.6961543467610725,cds-ABJ12054.1,fecI,putative RNA polymerase sigma factor
gene-PA14_27700,2.9926527168052086,1.0327823694872833,1.5348870694470955,2.4977884951837117,cds-ABJ12053.1,PA14_27700,putative transcriptional regulator
gene-PA14_27710,54.13684274702799,63.06878358766782,-0.2203153495896747,0.8199463907175106,cds-ABJ12052.1,PA14_27710,conserved hypothetical protein
gene-PA14_27720,25.19067435591096,27.057501939427393,-0.10313889968087918,0.48924671874902365,cds-ABJ12051.1,PA14_27720,conserved hypothetical protein
gene-PA14_27730,788.4036386885541,1538.1155809787654,-0.9641575766112052,2.588795163602979,cds-ABJ12050.1,yafH,putative acyl-CoA dehydrogenase
gene-PA14_27740,6.600028377228154,5.525518834606081,0.2563622197637483,0.43439810388116445,cds-ABJ12049.1,PA14_27740,conserved hypothetical protein
gene-PA14_27755,154.16413712738537,162.71980623067296,-0.07792267227598179,1.0601065259620392,cds-ABJ15676.1,yliJ,probable glutathione S-transferase
gene-PA14_27770,143.2056317938906,156.5706728783243,-0.1287257764599084,1.309537934476924,cds-ABJ12048.1,yadG,putative ABC transporter%2C ATP-binding protein
gene-PA14_27780,182.48199878686682,196.01704298120978,-0.10322494188723788,0.4434859235632916,cds-ABJ12047.1,yadH,putative ABC transporter%2C permease protein
gene-PA14_27800,20.441343363679223,18.5801225281044,0.13772998289474864,0.3796336548765282,cds-ABJ12046.1,PA14_27800,putative sensor histidine kinase
gene-PA14_27810,18.395333415895134,20.28503750851828,-0.14107613259694876,1.5746637843499953,cds-ABJ12045.1,copR,putative two-component response regulator
gene-PA14_27830,0.3130609843190801,0.28126214327029725,0.15452746928307784,0.08863069928660312,cds-ABJ12044.1,PA14_27830,hypothetical protein
gene-PA14_27840,2.3748073311559064,1.6001713481791515,0.5695835833912855,0.7610112209724524,cds-ABJ12043.1,PA14_27840,putative copper-binding protein
gene-PA14_27850,28.254493927937375,28.69236649209017,-0.02218661346123394,0.05926574449751539,cds-ABJ12042.1,folE,putative GTP cyclohydrolase
gene-PA14_27870,83.45269047933334,163.00146463574947,-0.9658544463532635,2.390949131207375,cds-ABJ12041.1,PA14_27870,conserved hypothetical protein
gene-PA14_27880,2.8802217819500697,1.7413680468855421,0.7259582043726416,1.0932860079471103,cds-ABJ12040.1,PA14_27880,putative phosphohydrolase
gene-PA14_27890,3.211798264074265,1.7765499682562813,0.8543024071761592,2.1356447237780434,cds-ABJ12039.1,PA14_27890,putative phoshatase
gene-PA14_27900,27.305254016591217,26.732644596836224,0.030576009136830937,0.09317598212976547,cds-ABJ12038.1,PA14_27900,putative transcriptional regulator
gene-PA14_27910,8.487330426917968,11.398478909460858,-0.425458491556189,1.7640066511965549,cds-ABJ12037.1,PA14_27910,putative thioesterase
gene-PA14_27920,171.56126403417525,195.85350775101585,-0.1910511149030857,1.064231446390864,cds-ABJ12036.1,vacJ,putative lipoprotein
gene-PA14_27930,40.830649912173726,27.96768845119621,0.5458914854441964,1.3703938927952084,cds-ABJ12035.1,PA14_27930,conserved hypothetical protein
gene-PA14_27940,260.94226570216836,335.9973227310598,-0.364719094135688,2.37825162824791,cds-ABJ12034.1,PA14_27940,putative two-component response regulator
gene-PA14_27950,74.8535685399411,74.7934675809512,0.0011588249318836522,0.005948375571487357,cds-ABJ12033.1,PA14_27950,putative anti-anti-sigma factor
gene-PA14_27960,640.6567195234962,719.8637075957241,-0.1681722548476653,1.2544989390563264,cds-ABJ12032.1,tal,transaldolase
gene-PA14_27980,63.68874905091854,53.06931106585529,0.26316070773194616,1.736044802739838,cds-ABJ12031.1,yjbN,putative TIM-barrel protein
gene-PA14_27990,140.7888798711135,145.97951507748715,-0.0522325450551159,0.06358802587808932,cds-ABJ12030.1,PA14_27990,putative sialidase
gene-PA14_28000,54.270235902368256,51.16495328714743,0.0850052386140788,0.19653034685141182,cds-ABJ12029.1,PA14_28000,hypothetical protein
gene-PA14_28010,24.16107413609897,17.47952625973187,0.4670184717979864,1.6615862106581614,cds-ABJ12028.1,PA14_28010,conserved hypothetical protein
gene-PA14_28020,6.475645306314654,3.848889399403035,0.7505814983214956,0.747751949973387,cds-ABJ12027.1,PA14_28020,hypothetical protein
gene-PA14_28030,92.59362121075556,60.61384794444206,0.6112653637740919,1.1851764743223088,cds-ABJ12026.1,PA14_28030,hypothetical protein
gene-PA14_28040,3.973681126711785,3.4106977606235596,0.22040909044860305,0.34106676753858806,cds-ABJ12025.1,PA14_28040,conserved hypothetical protein
gene-PA14_28050,422.58397313446767,300.33865351564503,0.4926478891653768,1.4124444520235284,cds-ABJ12024.1,PA14_28050,putative methyl-accepting chemotaxis protein
gene-PA14_28060,90.51187506122578,76.47921602465203,0.24303934521590717,0.6883883635755549,cds-ABJ12023.1,cpg2,carboxypeptidase G2 precursor
gene-PA14_28070,3.359093933224744,3.532276496068596,-0.07252610275317974,0.06936108309512103,cds-ABJ12022.1,PA14_28070,conserved hypothetical protein
gene-PA14_28080,2.273273684161968,2.7662861567518853,-0.2831788308878235,0.8596971802418917,cds-ABJ12021.1,PA14_28080,putative transcriptional regulator
gene-PA14_28090,6.577015823332753,5.94340032627881,0.14614454322871268,0.5651480019692996,cds-ABJ12020.1,PA14_28090,conserved hypothetical protein
gene-PA14_28100,1.5739392395283511,1.1052837541564846,0.5099624075588803,0.982871583964642,cds-ABJ12019.1,PA14_28100,conserved hypothetical protein
gene-PA14_28110,3.16197242745033,1.7977552724768893,0.814627569996208,1.6946370793398682,cds-ABJ12018.1,PA14_28110,hypothetical protein
gene-PA14_28120,18.832492096253763,16.40155211370495,0.19939155834588834,1.1884954746518976,cds-ABJ12017.1,PA14_28120,hypothetical protein
gene-PA14_28130,23.0685923748613,26.913075639460185,-0.22237728269090962,0.4499961802488084,cds-ABJ12016.1,PA14_28130,putative transcriptional regulator
gene-PA14_28140,15.775405424473982,11.841853528168414,0.4137821177535888,1.7750945663795308,cds-ABJ12015.1,PA14_28140,hypothetical protein
gene-PA14_28150,20.095115487773274,13.201794246579988,0.6061107876724993,2.471763847940273,cds-ABJ12014.1,PA14_28150,conserved hypothetical protein
gene-PA14_28170,38.237460261090625,75.49376203928286,-0.9813707077251966,1.6140545996647073,cds-ABJ12013.1,yfdC,putative transporter%2C formate/nitrite transporter family
gene-PA14_28180,120.79951773636094,125.57199262322682,-0.055900027899695795,0.22321640204502655,cds-ABJ12012.1,ordL,putative oxidoreductase
gene-PA14_28190,0.10803826920986559,0.10471687014219196,0.04504784503002585,0.012187206677935896,,,
gene-PA14_28200,15.895227632620703,14.074895487608387,0.17546944795759872,0.4583256250304075,cds-ABJ12011.1,PA14_28200,conserved hypothetical protein
gene-PA14_28210,28.837101719886856,25.33206128712742,0.1869616870053498,0.36297057949607425,cds-ABJ12010.1,PA14_28210,hypothetical protein
gene-PA14_28220,10.727169799508621,15.922541578728364,-0.5698010730587755,1.7018119276516335,cds-ABJ12009.1,PA14_28220,conserved hypothetical protein
gene-PA14_28230,17.885091199402087,18.912521063477225,-0.0805842069996844,0.2633671440155756,cds-ABJ12008.1,PA14_28230,hypothetical protein
gene-PA14_28240,6.214147828841235,9.01841314371414,-0.5373169205246849,1.200652331871802,cds-ABJ12007.1,PA14_28240,hypothetical protein
gene-PA14_28250,126.31860138767888,129.504419771042,-0.03593423233907993,0.1640819851019341,cds-ABJ12006.1,PA14_28250,putative secreted acid phosphatase
gene-PA14_28260,19.728488081012618,15.377828833980923,0.3594285366450636,1.0413221683927403,cds-ABJ12005.1,PA14_28260,hypothetical protein
gene-PA14_28280,199.23799716405915,212.19776674125134,-0.09091665853213607,0.5801036570407344,cds-ABJ12004.1,PA14_28280,putative phenazine biosynthesis protein%2C PhzF family
gene-PA14_28290,56.05674788759294,54.488234236831374,0.04094330888744362,0.32372466647656417,cds-ABJ12003.1,PA14_28290,putative pyrophosphatase
gene-PA14_28300,0.3689871857386708,0.44816936537960705,-0.28047217158890836,0.3073620994016218,cds-ABJ12002.1,PA14_28300,hypothetical protein
gene-PA14_28310,1.5878388991332633,1.1816328961514289,0.4262821293485932,0.6142776534767385,cds-ABJ12001.1,PA14_28310,putative enoyl-CoA hydratase
gene-PA14_28320,15.841834512776414,16.05697901136534,-0.019461073380850232,0.06279047533820313,cds-ABJ12000.1,PA14_28320,putative transcriptional regulator%2C TetR family
gene-PA14_28330,2.36607868009266,1.5261573470923981,0.6325937782300702,1.0129088796267411,cds-ABJ11999.1,PA14_28330,hypothetical protein
gene-PA14_28340,156.12641950120098,154.01505909568138,0.019643268778939738,0.0449149896456051,cds-ABJ11998.1,PA14_28340,putative peroxidase
gene-PA14_28350,53.34537781429753,67.10124507072805,-0.33097625468896763,1.6410239215466638,cds-ABJ11997.1,PA14_28350,conserved hypothetical protein
gene-PA14_28360,115.42946308704192,56.01517520258864,1.0431218641463968,1.2682086268403838,cds-ABJ11996.1,PA14_28360,hypothetical protein
gene-PA14_28370,18.443951532533593,7.964763053669106,1.2114442600572441,1.3621522814808453,cds-ABJ11995.1,PA14_28370,hypothetical protein
gene-PA14_28380,22.934558207336632,12.922810225145327,0.8276031995806565,1.3433320918724256,cds-ABJ11994.1,PA14_28380,conserved hypothetical protein
gene-PA14_28390,4.049838206918524,6.255705609411405,-0.627308139771016,0.6852145521641073,cds-ABJ11993.1,PA14_28390,conserved hypothetical protein
gene-PA14_28400,1158.037061618653,1120.4575306849385,0.047593459135178234,0.07604250700058,cds-ABJ11992.1,oprQ,putative outer membrane porin%2C OprD family
gene-PA14_28410,14.963873259984547,5.314030925781435,1.4936048313484271,0.8337147328982857,cds-ABJ11991.1,PA14_28410,hypothetical protein
gene-PA14_28420,9.19476284559457,9.004986132306957,0.030088304756366657,0.059494908150657645,cds-ABJ11990.1,PA14_28420,putative transcriptional regulator%2C LysR family
gene-PA14_28430,12.696941221699511,12.638273010049383,0.006681646928011811,0.004579218258463717,cds-ABJ11989.1,PA14_28430,putative membrane protein
gene-PA14_28440,408.13209265061755,423.77329857026734,-0.05425652943727759,0.10674833084585407,cds-ABJ11988.1,PA14_28440,hypothetical protein
gene-PA14_28450,198.54480169425224,476.73932354474505,-1.26373603437934,3.371928971861866,cds-ABJ11987.1,eco,ecotin precursor
gene-PA14_28460,45.38272158919682,44.467446189406076,0.02939357690834741,0.0848730078159726,cds-ABJ11986.1,PA14_28460,conserved hypothetical protein
gene-PA14_28470,2.3842244267718424,1.7604224749941337,0.43759799029501434,0.9026929429531262,cds-ABJ11985.1,PA14_28470,hypothetical protein
gene-PA14_28490,138.84403192871744,142.77522414961854,-0.04028048338329516,0.06931754058464168,cds-ABJ11984.1,PA14_28490,putative membrane protein
gene-PA14_28500,209.4797037723334,102.6785057826698,1.0286762513189829,1.5422739053678927,cds-ABJ11983.1,PA14_28500,conserved hypothetical protein
gene-PA14_28510,9.456372611087787,10.09019265555151,-0.09359491611653506,0.2021642010396468,cds-ABJ11982.1,PA14_28510,putative membrane protein
gene-PA14_28520,33.492664217055086,47.68321145622236,-0.5096362413518069,0.8815024761536442,cds-ABJ11981.1,PA14_28520,hypothetical protein
gene-PA14_28530,90.81135922437493,150.3370883711505,-0.7272562828015396,1.115296667742316,cds-ABJ11980.1,PA14_28530,putative membrane protein
gene-PA14_28540,0.6359465687194281,0.8127502546535016,-0.3539057236912122,0.439675681034093,cds-ABJ11979.1,PA14_28540,conserved hypothetical protein
gene-PA14_28560,9.998554655678383,10.344875786673612,-0.049124848663210194,0.16230158586890828,cds-ABJ11978.1,PA14_28560,conserved hypothetical protein
gene-PA14_28570,2.928660672153908,3.6026970438289503,-0.29883613928242897,0.4903855989425973,cds-ABJ11977.1,endA,DNA-specific endonuclease I
gene-PA14_28580,13.069035787115654,14.813662780828572,-0.18077567414686965,0.21043171268096952,cds-ABJ11976.1,PA14_28580,conserved hypothetical protein
gene-PA14_28590,26.32898792301944,25.928660315844798,0.022104397523430776,0.05264657303412761,cds-ABJ11975.1,mapB,putative methionine aminopeptidase
gene-PA14_28600,822.9767077803937,529.5330690998676,0.63613081518708,2.8701935482760152,cds-ABJ11974.1,PA14_28600,conserved hypothetical protein
gene-PA14_28610,21.019396594985093,17.79193234054923,0.2404980267538107,0.37443536374828373,cds-ABJ11973.1,PA14_28610,hypothetical protein
gene-PA14_28620,30.915630252433445,20.777303435340695,0.5733279516197956,0.7484578970224096,cds-ABJ11972.1,PA14_28620,conserved hypothetical protein
gene-PA14_28630,23.063954918110596,15.834175466194223,0.5425981306401898,1.2140059092128543,cds-ABJ11971.1,PA14_28630,putative hydrolase
gene-PA14_28650,538.0579294315755,544.4184702987022,-0.016954506077064873,0.06849207857723474,cds-ABJ11970.1,thrS,threonyl-tRNA synthetase
gene-PA14_28660,912.8242298970348,1055.9476993295837,-0.21012938802460357,0.7962153235602084,cds-ABJ11969.1,infC,translation initiation factor IF-3
gene-PA14_28670,349.87343089079815,413.97055646656037,-0.24269504742514866,1.3401882042374262,cds-ABJ11968.1,rpmI,50S ribosomal protein L35
gene-PA14_28680,893.5006306300784,1043.51105279131,-0.2239052284809248,1.5864613680259188,cds-ABJ11967.1,rplT,50S ribosomal protein L20
gene-PA14_28690,258.9720625010042,247.6962544176929,0.06422441742733467,0.38950437883149397,cds-ABJ11966.1,pheS,phenylalanyl-tRNA synthetase%2C alpha-subunit
gene-PA14_28710,570.0653756950187,531.0916373741279,0.10216656545707739,0.5231358206163632,cds-ABJ11965.1,pheT,phenylalanyl-tRNA synthetase%2C beta subunit
gene-PA14_28720,737.4068027288143,744.554479041006,-0.013916688964190255,0.02966888618070859,cds-ABJ11964.1,himA,integration host factor%2C alpha subunit
gene-PA14_28730,276.7391666834917,225.38684366103246,0.29612353534987923,2.3911958840260743,cds-ABJ11963.1,PA14_28730,putative transcriptional regulator
gene-PA14_28740,6.446173881553915,5.592769887288036,0.2048800755411076,1.136549395428341,,,
gene-PA14_28750,0.7883642480159251,0.9442608461679806,-0.2603225948127148,0.605686259150066,cds-ABJ11962.1,PA14_28750,hypothetical protein
gene-PA14_28760,5.106047047176082,4.93925541504089,0.04791324072743654,0.15151255975846836,cds-ABJ11961.1,PA14_28760,hypothetical protein
gene-PA14_28770,171.92472251141882,185.62465380653228,-0.11061131716363252,0.2079339456114936,cds-ABJ11960.1,PA14_28770,hypothetical protein
gene-PA14_28780,25.91156343656408,21.994440597870838,0.2364571416093222,0.40289396320263754,cds-ABJ11959.1,PA14_28780,hypothetical protein
gene-PA14_28790,11.791193513981872,10.143183431571401,0.21719921102940587,0.6195700474812531,cds-ABJ11958.1,PA14_28790,hypothetical protein
gene-PA14_28800,216.32484911014424,207.72610222906368,0.058516883666701464,0.10162558790441242,cds-ABJ11957.1,PA14_28800,conserved hypothetical protein
gene-PA14_28810,677.0792321851394,600.4167776118094,0.1733603770475579,0.3079236518829415,cds-ABJ11956.1,PA14_28810,putative DNA helicase
gene-PA14_28820,636.5536539072842,548.2747395402006,0.2153831142794303,0.3421273722317379,cds-ABJ11955.1,PA14_28820,conserved hypothetical protein
gene-PA14_28830,591.2077567345335,547.3408158249478,0.11122575369698512,0.2463297571474076,cds-ABJ11954.1,PA14_28830,conserved hypothetical protein
gene-PA14_28840,639.3442273849313,617.1118607607864,0.05106087412863398,0.09021666091110876,cds-ABJ11953.1,PA14_28840,putative helicase
gene-PA14_28850,198.89589712170073,176.92802234331077,0.1688509505704633,0.3393303847724994,cds-ABJ11952.1,PA14_28850,hypothetical protein
gene-PA14_28870,120.25000366909747,99.12172154831535,0.27876378418790254,0.5913271591345289,cds-ABJ11951.1,PA14_28870,hypothetical protein
gene-PA14_28880,58.040777992510776,45.741046892486175,0.3435774610055195,1.6345702170700547,cds-ABJ11950.1,PA14_28880,conserved hypothetical protein
gene-PA14_28895,236.06313004770027,198.17598472899044,0.2523905821390676,0.8437167908149406,cds-ABJ15701.1,PA14_28895,hypothetical protein
gene-PA14_28910,19.370894197329843,16.05882870994417,0.27052385725738376,1.040045193666034,cds-ABJ11949.1,PA14_28910,putative radical activating enzyme
gene-PA14_28920,92.55513045076766,73.6865315927788,0.3289120081708254,0.8793196042358677,cds-ABJ11948.1,PA14_28920,putative chaperone
gene-PA14_28930,15.712108218029089,11.977134966824508,0.39159387936772233,1.7369186749745156,cds-ABJ11947.1,PA14_28930,hypothetical protein
gene-PA14_28940,15.301966495813241,11.61258930104101,0.3980273284722349,1.5299847040709227,cds-ABJ11946.1,PA14_28940,hypothetical protein
gene-PA14_28950,11.036617749256758,9.978271079563426,0.14543632384009786,0.3664274432818912,cds-ABJ11945.1,PA14_28950,conserved hypothetical protein
gene-PA14_28960,23.367132107871527,21.066881239710167,0.1495039170065873,0.25679345313456475,cds-ABJ11944.1,PA14_28960,conserved hypothetical protein
gene-PA14_28970,0.5117557272911174,0.9585883811652618,-0.90545392217997,1.9038780476918948,cds-ABJ11943.1,PA14_28970,hypothetical protein
gene-PA14_28980,0.6073499797253089,0.6217919812221743,-0.03390382401678365,0.024084369865054064,cds-ABJ11942.1,PA14_28980,Possible Fe2+-dicitrate sensor
gene-PA14_28990,20.35727113741883,20.85324104399273,-0.03472744105199087,0.0649158867226009,cds-ABJ11941.1,PA14_28990,hypothetical protein
gene-PA14_29000,14.078384496458717,13.875535586270367,0.02093833121998964,0.08799859682647283,cds-ABJ11940.1,PA14_29000,putative protease
gene-PA14_29010,20.75070713804819,19.391805699840774,0.09771334441184919,0.7146440788607914,cds-ABJ11939.1,PA14_29010,putative transcriptional regulator%2C MerR family
gene-PA14_29020,91.17154769486166,139.3606794472245,-0.6121679821900212,2.3104193641827955,cds-ABJ11938.1,cpo,chloroperoxidase precursor
gene-PA14_29030,48.90092781670263,50.211853647246265,-0.03816614573410082,0.23258238131877995,cds-ABJ11937.1,PA14_29030,putative FMN oxidoreductase
gene-PA14_29040,1.6426402677686174,1.579119864326801,0.05689582684762582,0.07097127915222971,cds-ABJ11936.1,PA14_29040,putative ferredoxin
gene-PA14_29050,6.354282562034371,6.09850369665611,0.05927391686309327,0.27160560575246734,cds-ABJ11935.1,PA14_29050,putative molybdopterin oxidoreductase
gene-PA14_29060,24.41818035141178,24.987912143035814,-0.03327466594250569,0.19283661631594431,cds-ABJ11934.1,PA14_29060,putative transcriptional regulator
gene-PA14_29070,12.107562043368512,5.4365897821447,1.1551342735641337,2.3658471912090056,cds-ABJ11933.1,PA14_29070,putative membrane protein
gene-PA14_29090,25.242068161714045,24.298437190987396,0.05496658937480554,0.09053149630769727,cds-ABJ11932.1,potF4,putative periplasmic spermidine/putrescine-binding protein
gene-PA14_29100,55.646988148428,48.63844279514353,0.194206558369719,0.820222696231485,cds-ABJ11931.1,PA14_29100,putative threonine efflux protein
gene-PA14_29110,316.2776874650578,313.0074981197553,0.01499456368753879,0.45124833050372903,cds-ABJ11930.1,cysK,cysteine synthase A
gene-PA14_29120,31.07405699469723,56.178493836346206,-0.8543073008800965,1.9157408577083945,cds-ABJ11929.1,PA14_29120,conserved hypothetical protein
gene-PA14_29130,172.18548182539374,218.94212836217102,-0.3465860744029579,2.781282869259526,cds-ABJ11928.1,PA14_29130,putative ATPase%2C AAA family
gene-PA14_29150,46.027569949034095,44.72605080720424,0.04138289738866521,0.11522211269745539,cds-ABJ11927.1,PA14_29150,conserved hypothetical protein
gene-PA14_29160,114.16608754178826,132.06515625724094,-0.21011570778140776,1.4381978580544268,cds-ABJ11926.1,PA14_29160,conserved hypothetical protein
gene-PA14_29180,17.58393412387131,15.499520792015815,0.18203425663029515,0.5096053145110416,cds-ABJ11925.1,PA14_29180,putative transcriptional regulator%2C AraC family
gene-PA14_29190,15.365394855059543,15.53734717917211,-0.01605535836015818,0.026497121226764103,cds-ABJ11924.1,PA14_29190,hypothetical protein
gene-PA14_29200,26.51853407766512,24.81150108033624,0.0959920004290949,0.265637590620718,cds-ABJ11923.1,PA14_29200,hypothetical protein
gene-PA14_29210,8.96766699015866,7.670973835167968,0.22532291965710385,0.6855155041595856,cds-ABJ11922.1,tetV,putative MFS transporter
gene-PA14_29220,4.080955444690162,3.652053181330287,0.1601991163518689,0.19499345703749693,cds-ABJ11921.1,opdB,putative porin
gene-PA14_29230,62.070618928797636,50.85147837842999,0.2876208056802913,0.9548093579724569,cds-ABJ11920.1,PA14_29230,putative hydrolase
gene-PA14_29240,103.16936572873705,111.59616252192245,-0.1132727638056696,1.1780680108778019,cds-ABJ11919.1,PA14_29240,putative hydrolase
gene-PA14_29250,23.097703904938015,23.935057407611257,-0.05137581925628215,0.22699163513571347,cds-ABJ11918.1,PA14_29250,conserved hypothetical protein
gene-PA14_29260,13.96625234127371,16.836793337914965,-0.2696724212644572,0.7714183566414737,cds-ABJ11917.1,PA14_29260,putative transcriptional regulator
gene-PA14_29270,56.19330626711973,64.4981867081398,-0.19886030869937343,0.8732911965619723,cds-ABJ11916.1,yaiW,putative outer membrane lipoprotein
gene-PA14_29280,15.072637325340887,23.76248317402529,-0.6567536733417404,2.6295352179434026,cds-ABJ11915.1,trxA,putative thioredoxin
gene-PA14_29290,5.135464167192585,4.722422652299669,0.12096747185878802,0.24885356564376115,cds-ABJ11914.1,PA14_29290,putative long-chain acyl-CoA thioester hydrolase
gene-PA14_29300,5.635889465436016,5.875219895995745,-0.05999951519501092,0.09904193902654841,cds-ABJ11913.1,PA14_29300,putative transcriptional regulator
gene-PA14_29320,10.415180214791537,10.786796084399393,-0.05057860568367629,0.12581063343965462,cds-ABJ11912.1,PA14_29320,putative NADH dehydrogenase%2C FAD-containing subunit
gene-PA14_29330,79.033546939726,62.12262854247748,0.3473462733760924,2.4935372804720033,cds-ABJ11911.1,PA14_29330,hypothetical protein
gene-PA14_29340,0.6754492147115282,0.7271337768745378,-0.1063732593236145,0.06260677258513667,cds-ABJ11910.1,PA14_29340,putative hydrolase
gene-PA14_29350,1.1599419666827875,1.545086808843745,-0.4136347528913929,1.110825735859247,cds-ABJ11909.1,pfeA,ferric enterobactin receptor
gene-PA14_29360,10.599160389664403,11.887197534659407,-0.16545862163313296,0.5364177218466735,cds-ABJ11908.1,pfeS,two-component sensor PfeS
gene-PA14_29375,10.772622984680316,15.495185414530058,-0.5244503813320529,2.374519314792611,,,
gene-PA14_29390,169.34971800041689,148.58842418359959,0.18868385573440402,0.7682517302651435,cds-ABJ11907.1,PA14_29390,conserved hypothetical protein
gene-PA14_29400,199.9876459811775,145.68382934153843,0.45707012777991407,1.447933141008967,cds-ABJ11906.1,rhs,conserved hypothetical protein
gene-PA14_29410,49.10945042167132,39.13771996967862,0.3274409532113433,1.3634116074251466,cds-ABJ11905.1,PA14_29410,putative serine/threonine dehydratase
gene-PA14_29420,105.75674474770841,92.99882442980011,0.18546528778395885,0.8143497764053971,cds-ABJ11904.1,ysgA,putative dienelactone hydrolase
gene-PA14_29440,13.399644958773655,10.871884250515995,0.30159273201729364,0.855862818986211,cds-ABJ11903.1,PA14_29440,putative transcriptional regulator%2C LysR family
gene-PA14_29460,18.369148233830987,16.82022668063178,0.12708757062272924,0.34205757943059756,cds-ABJ11902.1,qor,putative quinone oxidoreductase
gene-PA14_29470,70.76335702307135,71.80315349811364,-0.02104471488113131,0.06326504273464036,cds-ABJ11901.1,PA14_29470,conserved hypothetical protein
gene-PA14_29480,5.227181312552848,4.098073856240305,0.35108709046745334,0.4189946729129798,cds-ABJ11900.1,wzm,putative permease of ABC-2 transporter
gene-PA14_29490,10.243012608548494,10.453840978578716,-0.029393020029668978,0.11000848771403363,cds-ABJ11899.1,hplR,putative type II secretion protein
gene-PA14_29500,4.5931833546851015,4.003483754004021,0.1982383466188325,0.2782490696592957,cds-ABJ11898.1,hplS,putative type II secretion system protein
gene-PA14_29510,3.031544800406481,3.1994592830118287,-0.07777492203306857,0.07235259284404696,cds-ABJ11897.1,hplT,putative type II secretion system protein
gene-PA14_29520,1.5046553449219389,1.2741533100207303,0.23989389598330232,0.22616754994118043,cds-ABJ11896.1,hplU,type II secretion system protein
gene-PA14_29530,1.2000797244817412,0.8581225199299851,0.48387390256649954,0.562280589923112,cds-ABJ11895.1,hplV,type II secretion system protein
gene-PA14_29540,2.2945118013649686,1.8427109519879075,0.31635718300855153,0.20711286572612844,cds-ABJ11894.1,hplW,putative type II secretion system protein
gene-PA14_29550,7.911373102959934,7.726236269820165,0.034162308083424416,0.11372655061861844,cds-ABJ11893.1,PA14_29550,conserved hypothetical protein
gene-PA14_29560,18.69611026636932,18.378371563512733,0.02472920514141957,0.06921134755519533,cds-ABJ11892.1,PA14_29560,hypothetical protein
gene-PA14_29570,6.123782553353947,6.33204509955744,-0.048248462369469045,0.05542392291419906,cds-ABJ11891.1,PA14_29570,hypothetical protein
gene-PA14_29575,15.97778459008871,18.421513856850645,-0.20532422088911378,0.8376145743953054,cds-ABJ15664.1,PA14_29575,hypothetical protein
gene-PA14_29590,102.46544157590056,129.66844361658733,-0.3396900047537765,1.4020532777013306,cds-ABJ11890.1,PA14_29590,putative transcriptional regulator
gene-PA14_29600,16.46057918317196,11.812484291298409,0.47870263121956574,1.9167169842686704,cds-ABJ11889.1,ptpS,putative 6-pyruvoyl-tetrahydropterin synthase
gene-PA14_29620,25.306804459583343,17.155949620366588,0.5608163173657837,1.782481388857706,cds-ABJ11888.1,norR,putative transcriptional regulator
gene-PA14_29640,17.948772802711066,16.811068885102234,0.09447374086647055,0.3338164904851092,cds-ABJ11887.1,fhp,flavohemoprotein
gene-PA14_29650,8.185938679702767,4.149902933689796,0.980069982095173,1.5953770589071554,cds-ABJ11886.1,PA14_29650,hypothetical protein
